what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365739100967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365739106884
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739116684
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739120887
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739121023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365739198747
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739206455
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739206529
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739214723
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739214723
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739218569
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739222861
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739222923
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739231486
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1365739245415
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739245516
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739245553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1365739252011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365739253080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739254794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739354487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739357957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739360581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739360592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739565604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739567444
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739570193
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739570264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739572106
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739572272
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739590639
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739590857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739605366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739621092
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739625424
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739683913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365739690693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739693182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739724585
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739729505
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365739903699
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365739907128
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739907281
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365739907312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739922424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739926023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739926527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739927128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739933392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739943391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365739950396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740006136
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365740013125
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740015672
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740015710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365740020272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740021382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740031243
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740038490
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740042707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740071337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740072490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740073615
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740075454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740077720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740079033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740081320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740107141
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740116879
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740133964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740143478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740151509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740172653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740173248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740181163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740186251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740189747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365740218619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365740223704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740224719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740226510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740232330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740232720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740247805
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740251176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365740301098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365740301356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740326061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740331710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740354114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365740365809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740366637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740367682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740379098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740461460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740464667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740464749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740558514
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365740565274
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740568352
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740568417
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740619132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365740635212
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365740637557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365740638633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740669657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740677599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740703543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740721811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740726928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740727469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740765347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740816637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740828113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740829126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365740835881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740837320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740850959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740866574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740866724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740866886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740867283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365740867709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1365740869846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740897184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740906764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740916992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740941247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365740953981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365740955151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741146302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365741152029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365741153812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365741172581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365741186399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741189023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741250283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365741266902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741269305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741271667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741272141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365741274319
